aubrey_identifier,display_title,dc_description,dc_subject
ark:/67531/metapth161406,Cutting Horse Competition: Image 1997_D-129_29,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161407,Cutting Horse Competition: Image 1997_D-129_30,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161408,Cutting Horse Competition: Image 1997_D-129_31,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161409,Cutting Horse Competition: Image 1997_D-129_32,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161410,Cutting Horse Competition: Image 1997_D-12_01,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161411,Cutting Horse Competition: Image 1997_D-12_02,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161412,Cutting Horse Competition: Image 1997_D-12_03,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161413,Cutting Horse Competition: Image 1997_D-12_04,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161414,Cutting Horse Competition: Image 1997_D-12_05,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161415,Cutting Horse Competition: Image 1997_D-12_06,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161416,Cutting Horse Competition: Image 1997_D-12_07,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161417,Cutting Horse Competition: Image 1997_D-12_08,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161418,Cutting Horse Competition: Image 1997_D-12_09,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161419,Cutting Horse Competition: Image 1997_D-12_10,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161420,Cutting Horse Competition: Image 1997_D-12_11,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161421,Cutting Horse Competition: Image 1997_D-12_12,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161422,Cutting Horse Competition: Image 1997_D-12_13,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161423,Cutting Horse Competition: Image 1997_D-12_14,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161424,Cutting Horse Competition: Image 1997_D-12_15,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161425,Cutting Horse Competition: Image 1997_D-12_16,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161426,Cutting Horse Competition: Image 1997_D-12_17,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161427,Cutting Horse Competition: Image 1997_D-12_18,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161428,[Charles Spence Rides Chex Rio Hickory],"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas. In this image\, a horse\, Chex Rio Hickory\, ridden and owned by Ernest H. Cannon\, separates a cow from the herd during a cutting competition in the Non-Professional Division of the Finals.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,Spence\, Charles,NCHA,horse shows,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth.,Chex Rio Hickory"
ark:/67531/metapth161429,Cutting Horse Competition: Image 1997_D-12_20,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161430,Cutting Horse Competition: Image 1997_D-12_21,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161431,Cutting Horse Competition: Image 1997_D-12_22,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161432,Cutting Horse Competition: Image 1997_D-12_23,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161433,Cutting Horse Competition: Image 1997_D-12_24,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
ark:/67531/metapth161434,Cutting Horse Competition: Image 1997_D-12_25,"Photograph of competitors in the 1997 National Cutting Horse Association Summer Cutting Spectacular held at Will Rogers Coliseum in Fort Worth\, Texas.","Social Life and Customs - Clubs and Organizations - National Cutting Horse Association,derbies,Sports and Recreation - Riding - Horses,NCHA,rodeos,Agriculture - Domestic Animals,Cutting horses -- Competitions -- Texas -- Fort Worth."
